,Unnamed: 0,category,fold,orig_idx,path,take,target,usr_id
362,362,dishwasher,1,362,audio/0-192353-A-1.wav,A,1,192353
363,363,dishwasher,1,363,audio/0-192353-B-1.wav,B,1,192353
364,364,dishwasher,1,364,audio/0-192353-C-1.wav,C,1,192353
365,365,dishwasher,1,365,audio/0-20025-A-1.wav,A,1,20025
366,366,dishwasher,1,366,audio/0-200977-A-1.wav,A,1,200977
367,367,dishwasher,2,367,audio/1-200977-B-1.wav,B,1,200977
368,368,dishwasher,2,368,audio/1-200977-C-1.wav,C,1,200977
369,369,dishwasher,2,369,audio/1-200977-D-1.wav,D,1,200977
370,370,dishwasher,2,370,audio/1-207428-A-1.wav,A,1,207428
371,371,dishwasher,2,371,audio/1-207428-B-1.wav,B,1,207428
372,372,dishwasher,2,372,audio/1-207428-C-1.wav,C,1,207428
373,373,dishwasher,2,373,audio/1-207428-D-1.wav,D,1,207428
374,374,dishwasher,2,374,audio/1-210836-A-1.wav,A,1,210836
375,375,dishwasher,3,375,audio/2-210836-B-1.wav,B,1,210836
376,376,dishwasher,3,376,audio/2-210836-C-1.wav,C,1,210836
377,377,dishwasher,3,377,audio/2-267516-A-1.wav,A,1,267516
378,378,dishwasher,3,378,audio/2-267516-B-1.wav,B,1,267516
379,379,dishwasher,3,379,audio/2-267516-C-1.wav,C,1,267516
380,380,dishwasher,3,380,audio/2-267516-D-1.wav,D,1,267516
381,381,dishwasher,3,381,audio/2-322039-A-1.wav,A,1,322039
382,382,dishwasher,3,382,audio/2-322039-B-1.wav,B,1,322039
383,383,dishwasher,4,383,audio/3-341383-A-1.wav,A,1,341383
384,384,dishwasher,4,384,audio/3-341383-B-1.wav,B,1,341383
385,385,dishwasher,4,385,audio/3-341383-C-1.wav,C,1,341383
386,386,dishwasher,4,386,audio/3-341384-A-1.wav,A,1,341384
387,387,dishwasher,4,387,audio/3-346006-A-1.wav,A,1,346006
388,388,dishwasher,4,388,audio/3-352871-A-1.wav,A,1,352871
389,389,dishwasher,4,389,audio/3-352871-B-1.wav,B,1,352871
390,390,dishwasher,4,390,audio/3-352871-C-1.wav,C,1,352871
391,391,dishwasher,5,391,audio/4-353121-A-1.wav,A,1,353121
392,392,dishwasher,5,392,audio/4-353121-B-1.wav,B,1,353121
393,393,dishwasher,5,393,audio/4-353121-C-1.wav,C,1,353121
394,394,dishwasher,5,394,audio/4-353121-D-1.wav,D,1,353121
395,395,dishwasher,5,395,audio/4-387125-A-1.wav,A,1,387125
396,396,dishwasher,5,396,audio/4-387125-B-1.wav,B,1,387125
397,397,dishwasher,5,397,audio/4-387125-C-1.wav,C,1,387125
398,398,dishwasher,5,398,audio/4-387125-D-1.wav,D,1,387125
399,399,dishwasher,6,399,audio/5-38759-A-1.wav,A,1,38759
400,400,dishwasher,6,400,audio/5-38759-B-1.wav,B,1,38759
401,401,dishwasher,6,401,audio/5-38759-C-1.wav,C,1,38759
402,402,dishwasher,6,402,audio/5-38759-D-1.wav,D,1,38759
403,403,dishwasher,6,403,audio/5-388378-A-1.wav,A,1,388378
404,404,dishwasher,6,404,audio/5-388378-B-1.wav,B,1,388378
405,405,dishwasher,6,405,audio/5-450511-A-1.wav,A,1,450511
406,406,dishwasher,6,406,audio/5-450511-B-1.wav,B,1,450511
407,407,dishwasher,7,407,audio/6-450511-C-1.wav,C,1,450511
408,408,dishwasher,7,408,audio/6-450511-D-1.wav,D,1,450511
409,409,dishwasher,7,409,audio/6-453955-A-1.wav,A,1,453955
410,410,dishwasher,7,410,audio/6-453955-B-1.wav,B,1,453955
411,411,dishwasher,7,411,audio/6-453955-C-1.wav,C,1,453955
412,412,dishwasher,7,412,audio/6-453955-D-1.wav,D,1,453955
413,413,dishwasher,7,413,audio/6-50499-A-1.wav,A,1,50499
414,414,dishwasher,7,414,audio/6-50499-B-1.wav,B,1,50499
415,415,dishwasher,8,415,audio/7-72092-A-1.wav,A,1,72092
416,416,dishwasher,8,416,audio/7-J-laveVaisselle.aac-A-1.wav,A,1,J-laveVaisselle.aac
417,417,dishwasher,8,417,audio/7-J-laveVaisselle.aac-B-1.wav,B,1,J-laveVaisselle.aac
418,418,dishwasher,8,418,audio/7-J-laveVaisselle.aac-C-1.wav,C,1,J-laveVaisselle.aac
419,419,dishwasher,8,419,audio/7-J-laveVaisselle2.aac-A-1.wav,A,1,J-laveVaisselle2.aac
420,420,dishwasher,8,420,audio/7-J-laveVaisselle2.aac-B-1.wav,B,1,J-laveVaisselle2.aac
421,421,dishwasher,8,421,audio/7-Jaz-machine2019-A-1.wav,A,1,Jaz-machine2019
422,422,dishwasher,8,422,audio/7-Jaz-machine2019-B-1.wav,B,1,Jaz-machine2019
423,423,dishwasher,9,423,audio/8-Jaz-machine2019-C-1.wav,C,1,Jaz-machine2019
424,424,dishwasher,9,424,audio/8-Jaz-machine2019-D-1.wav,D,1,Jaz-machine2019
425,425,drawer,1,425,audio/0-119725-A-11.wav,A,11,119725
426,426,drawer,1,426,audio/0-123013-A-11.wav,A,11,123013
427,427,drawer,1,427,audio/0-131772-A-11.wav,A,11,131772
428,428,drawer,1,428,audio/0-133829-A-11.wav,A,11,133829
429,429,drawer,1,429,audio/0-167167-A-11.wav,A,11,167167
430,430,drawer,1,430,audio/0-167171-A-11.wav,A,11,167171
431,431,drawer,1,431,audio/0-167171-B-11.wav,B,11,167171
432,432,drawer,1,432,audio/0-167263-A-11.wav,A,11,167263
433,433,drawer,2,433,audio/1-168256-A-11.wav,A,11,168256
434,434,drawer,2,434,audio/1-181633-A-11.wav,A,11,181633
435,435,drawer,2,435,audio/1-181633-B-11.wav,B,11,181633
436,436,drawer,2,436,audio/1-185809-A-11.wav,A,11,185809
437,437,drawer,2,437,audio/1-185842-A-11.wav,A,11,185842
438,438,drawer,2,438,audio/1-257956-A-11.wav,A,11,257956
439,439,drawer,2,439,audio/1-257956-B-11.wav,B,11,257956
440,440,drawer,2,440,audio/1-260218-A-11.wav,A,11,260218
441,441,drawer,3,441,audio/2-275954-F-11.wav,F,11,275954
442,442,drawer,3,442,audio/2-326461-A-11.wav,A,11,326461
443,443,drawer,3,443,audio/2-330021-A-11.wav,A,11,330021
444,444,drawer,3,444,audio/2-330021-B-11.wav,B,11,330021
445,445,drawer,3,445,audio/2-334490-A-11.wav,A,11,334490
446,446,drawer,3,446,audio/2-334966-A-11.wav,A,11,334966
447,447,drawer,3,447,audio/2-336514-A-11.wav,A,11,336514
448,448,drawer,3,448,audio/2-344353-A-11.wav,A,11,344353
449,449,drawer,4,449,audio/3-344353-B-11.wav,B,11,344353
450,450,drawer,4,450,audio/3-347788-A-11.wav,A,11,347788
451,451,drawer,4,451,audio/3-366113-A-11.wav,A,11,366113
452,452,drawer,4,452,audio/3-367179-A-11.wav,A,11,367179
453,453,drawer,4,453,audio/3-39560-A-11.wav,A,11,39560
454,454,drawer,4,454,audio/3-408785-A-11.wav,A,11,408785
455,455,drawer,4,455,audio/3-434458-A-11.wav,A,11,434458
456,456,drawer,4,456,audio/3-434458-B-11.wav,B,11,434458
457,457,drawer,5,457,audio/4-441896-A-11.wav,A,11,441896
458,458,drawer,5,458,audio/4-441896-B-11.wav,B,11,441896
459,459,drawer,5,459,audio/4-442697-A-11.wav,A,11,442697
460,460,drawer,5,460,audio/4-447966-A-11.wav,A,11,447966
461,461,drawer,5,461,audio/4-79387-A-11.wav,A,11,79387
462,462,drawer,5,462,audio/4-85124-A-11.wav,A,11,85124
463,463,drawer,5,463,audio/4-J-tirroir.aac-A-11.wav,A,11,J-tirroir.aac
464,464,drawer,5,464,audio/4-Jaz-tiroirs2019-A-11.wav,A,11,Jaz-tiroirs2019
465,465,drawer,6,465,audio/5-Jaz-tiroirs2019-B-11.wav,B,11,Jaz-tiroirs2019
466,466,drawer,6,466,audio/5-Jaz-tiroirs2019-C-11.wav,C,11,Jaz-tiroirs2019
467,467,drawer,6,467,audio/5-Jaz-tiroirs2019-D-11.wav,D,11,Jaz-tiroirs2019
468,468,drawer,6,468,audio/5-Jaz-tiroirs22019-A-11.wav,A,11,Jaz-tiroirs22019
469,469,drawer,6,469,audio/5-Jaz-tiroirs22019-B-11.wav,B,11,Jaz-tiroirs22019
470,470,drawer,6,470,audio/5-Jaz-tiroirs22019-C-11.wav,C,11,Jaz-tiroirs22019
471,471,drawer,6,471,audio/5-Jaz-tiroirs22019-D-11.wav,D,11,Jaz-tiroirs22019
472,472,drawer,6,472,audio/5-Jaz-tiroirs22019-E-11.wav,E,11,Jaz-tiroirs22019
473,473,drawer,7,473,audio/6-M-tiroirs.wav-A-11.wav,A,11,M-tiroirs.wav
474,474,drawer,7,474,audio/6-M-tiroirs.wav-B-11.wav,B,11,M-tiroirs.wav
475,475,drawer,7,475,audio/6-M-tiroirs.wav-C-11.wav,C,11,M-tiroirs.wav
476,476,drawer,7,476,audio/6-M-tiroirs.wav-D-11.wav,D,11,M-tiroirs.wav
477,477,drawer,7,477,audio/6-M-tiroirs.wav-E-11.wav,E,11,M-tiroirs.wav
478,478,drawer,7,478,audio/6-M-tirroir2019-A-11.wav,A,11,M-tirroir2019
479,479,drawer,7,479,audio/6-M-tirroir2019-B-11.wav,B,11,M-tirroir2019
480,480,drawer,7,480,audio/6-M-tirroir2019-C-11.wav,C,11,M-tirroir2019
481,481,eat,1,481,audio/0-106261-A-16.wav,A,16,106261
482,482,eat,1,482,audio/0-109151-A-16.wav,A,16,109151
483,483,eat,1,483,audio/0-109151-B-16.wav,B,16,109151
484,484,eat,1,484,audio/0-126315-A-16.wav,A,16,126315
485,485,eat,1,485,audio/0-126315-B-16.wav,B,16,126315
486,486,eat,1,486,audio/0-144183-A-16.wav,A,16,144183
487,487,eat,1,487,audio/0-157341-A-16.wav,A,16,157341
488,488,eat,1,488,audio/0-157341-B-16.wav,B,16,157341
489,489,eat,2,489,audio/1-182861-A-16.wav,A,16,182861
490,490,eat,2,490,audio/1-182861-B-16.wav,B,16,182861
491,491,eat,2,491,audio/1-217204-A-16.wav,A,16,217204
492,492,eat,2,492,audio/1-235905-A-16.wav,A,16,235905
493,493,eat,2,493,audio/1-251484-A-16.wav,A,16,251484
494,494,eat,2,494,audio/1-269581-A-16.wav,A,16,269581
495,495,eat,2,495,audio/1-270492-A-16.wav,A,16,270492
496,496,eat,2,496,audio/1-318608-A-16.wav,A,16,318608
497,497,eat,3,497,audio/2-327916-A-16.wav,A,16,327916
498,498,eat,3,498,audio/2-333825-A-16.wav,A,16,333825
499,499,eat,3,499,audio/2-353612-A-16.wav,A,16,353612
500,500,eat,3,500,audio/2-360847-A-16.wav,A,16,360847
501,501,eat,3,501,audio/2-364923-A-16.wav,A,16,364923
502,502,eat,3,502,audio/2-382650-A-16.wav,A,16,382650
503,503,eat,3,503,audio/2-382662-A-16.wav,A,16,382662
504,504,eat,3,504,audio/2-382664-A-16.wav,A,16,382664
505,505,eat,4,505,audio/3-382708-A-16.wav,A,16,382708
506,506,eat,4,506,audio/3-404691-A-16.wav,A,16,404691
507,507,eat,4,507,audio/3-404691-B-16.wav,B,16,404691
508,508,eat,4,508,audio/3-408095-A-16.wav,A,16,408095
509,509,eat,4,509,audio/3-408822-A-16.wav,A,16,408822
510,510,eat,4,510,audio/3-408981-A-16.wav,A,16,408981
511,511,eat,4,511,audio/3-411596-A-16.wav,A,16,411596
512,512,eat,4,512,audio/3-41371-A-16.wav,A,16,41371
513,513,eat,5,513,audio/4-41371-B-16.wav,B,16,41371
514,514,eat,5,514,audio/4-425778-A-16.wav,A,16,425778
515,515,eat,5,515,audio/4-428931-A-16.wav,A,16,428931
516,516,eat,5,516,audio/4-428938-A-16.wav,A,16,428938
517,517,eat,5,517,audio/4-434461-A-16.wav,A,16,434461
518,518,eat,5,518,audio/4-434524-A-16.wav,A,16,434524
519,519,eat,5,519,audio/4-449605-A-16.wav,A,16,449605
520,520,eat,5,520,audio/4-458046-A-16.wav,A,16,458046
521,521,eat,6,521,audio/5-458456-A-16.wav,A,16,458456
522,522,eat,6,522,audio/5-461342-A-16.wav,A,16,461342
523,523,fridge,1,523,audio/0-155302-A-2.wav,A,2,155302
524,524,fridge,1,524,audio/0-166928-A-2.wav,A,2,166928
525,525,fridge,1,525,audio/0-181617-A-2.wav,A,2,181617
526,526,fridge,1,526,audio/0-181617-B-2.wav,B,2,181617
527,527,fridge,1,527,audio/0-181617-C-2.wav,C,2,181617
528,528,fridge,1,528,audio/0-181617-D-2.wav,D,2,181617
529,529,fridge,1,529,audio/0-190686-A-2.wav,A,2,190686
530,530,fridge,1,530,audio/0-202896-A-2.wav,A,2,202896
531,531,fridge,2,531,audio/1-209533-A-2.wav,A,2,209533
532,532,fridge,2,532,audio/1-220790-A-2.wav,A,2,220790
533,533,fridge,2,533,audio/1-220790-B-2.wav,B,2,220790
534,534,fridge,2,534,audio/1-275954-G-2.wav,G,2,275954
535,535,fridge,2,535,audio/1-340847-A-2.wav,A,2,340847
536,536,fridge,2,536,audio/1-370229-A-2.wav,A,2,370229
537,537,fridge,2,537,audio/1-378327-A-2.wav,A,2,378327
538,538,fridge,2,538,audio/1-378327-B-2.wav,B,2,378327
539,539,fridge,3,539,audio/2-442697-B-2.wav,B,2,442697
540,540,fridge,3,540,audio/2-442697-C-2.wav,C,2,442697
541,541,fridge,3,541,audio/2-458402-A-2.wav,A,2,458402
542,542,fridge,3,542,audio/2-71509-A-2.wav,A,2,71509
543,543,fridge,3,543,audio/2-85109-A-2.wav,A,2,85109
544,544,fridge,3,544,audio/2-D-Porte-A-2.wav,A,2,D-Porte
545,545,fridge,3,545,audio/2-D-Porte-B-2.wav,B,2,D-Porte
546,546,fridge,3,546,audio/2-D-Porte-C-2.wav,C,2,D-Porte
547,547,fridge,4,547,audio/3-J-frigo.aac-A-2.wav,A,2,J-frigo.aac
548,548,fridge,4,548,audio/3-J-frigo2.aac-A-2.wav,A,2,J-frigo2.aac
549,549,fridge,4,549,audio/3-J-frigo2(1).aac-A-2.wav,A,2,J-frigo2(1).aac
550,550,fridge,4,550,audio/3-J-frigo3.aac-A-2.wav,A,2,J-frigo3.aac
551,551,fridge,4,551,audio/3-J-frigo3.aac-B-2.wav,B,2,J-frigo3.aac
552,552,fridge,4,552,audio/3-J-frigo3.aac-C-2.wav,C,2,J-frigo3.aac
553,553,fridge,4,553,audio/3-J-frigo3.aac-D-2.wav,D,2,J-frigo3.aac
554,554,fridge,4,554,audio/3-J-frigo3.aac-E-2.wav,E,2,J-frigo3.aac
555,555,fridge,5,555,audio/4-J-frigo3.aac-F-2.wav,F,2,J-frigo3.aac
556,556,fridge,5,556,audio/4-Jaz-frigo2019-A-2.wav,A,2,Jaz-frigo2019
557,557,fridge,5,557,audio/4-Jaz-frigo2019-B-2.wav,B,2,Jaz-frigo2019
558,558,fridge,5,558,audio/4-Jaz-frigo2019-C-2.wav,C,2,Jaz-frigo2019
559,559,fridge,5,559,audio/4-Jaz-frigo2019-D-2.wav,D,2,Jaz-frigo2019
560,560,fridge,5,560,audio/4-K-frigo.m4a-A-2.wav,A,2,K-frigo.m4a
561,561,fridge,5,561,audio/4-K-frigo.m4a-B-2.wav,B,2,K-frigo.m4a
562,562,fridge,5,562,audio/4-K-frigo.m4a-C-2.wav,C,2,K-frigo.m4a
563,563,fridge,6,563,audio/5-K-frigo.m4a-D-2.wav,D,2,K-frigo.m4a
564,564,fridge,6,564,audio/5-L-Ouvrir-F-2.wav,F,2,L-Ouvrir
565,565,fridge,6,565,audio/5-L-Ouvrir-G-2.wav,G,2,L-Ouvrir
566,566,fridge,6,566,audio/5-L-Ouvrir-H-2.wav,H,2,L-Ouvrir
567,567,fridge,6,567,audio/5-L-Ouvrir-I-2.wav,I,2,L-Ouvrir
568,568,fridge,6,568,audio/5-M-frigo.wav-A-2.wav,A,2,M-frigo.wav
569,569,fridge,6,569,audio/5-M-frigo.wav-B-2.wav,B,2,M-frigo.wav
570,570,fridge,6,570,audio/5-M-frigo.wav-C-2.wav,C,2,M-frigo.wav
571,571,fridge,7,571,audio/6-M-frigo.wav-D-2.wav,D,2,M-frigo.wav
572,572,fridge,7,572,audio/6-M-frigo.wav-E-2.wav,E,2,M-frigo.wav
573,573,frying-pan,1,573,audio/0-109091-A-6.wav,A,6,109091
574,574,frying-pan,1,574,audio/0-109091-B-6.wav,B,6,109091
575,575,frying-pan,1,575,audio/0-109091-C-6.wav,C,6,109091
576,576,frying-pan,1,576,audio/0-109091-D-6.wav,D,6,109091
577,577,frying-pan,1,577,audio/0-149276-C-6.wav,C,6,149276
578,578,frying-pan,1,578,audio/0-156973-A-6.wav,A,6,156973
579,579,frying-pan,1,579,audio/0-156973-B-6.wav,B,6,156973
580,580,frying-pan,1,580,audio/0-156973-C-6.wav,C,6,156973
581,581,frying-pan,2,581,audio/1-181627-A-6.wav,A,6,181627
582,582,frying-pan,2,582,audio/1-210023-A-6.wav,A,6,210023
583,583,frying-pan,2,583,audio/1-210023-B-6.wav,B,6,210023
584,584,frying-pan,2,584,audio/1-232245-A-6.wav,A,6,232245
585,585,frying-pan,2,585,audio/1-232245-B-6.wav,B,6,232245
586,586,frying-pan,2,586,audio/1-232245-C-6.wav,C,6,232245
587,587,frying-pan,2,587,audio/1-232245-D-6.wav,D,6,232245
588,588,frying-pan,2,588,audio/1-235537-A-6.wav,A,6,235537
589,589,frying-pan,3,589,audio/2-235537-B-6.wav,B,6,235537
590,590,frying-pan,3,590,audio/2-237693-A-6.wav,A,6,237693
591,591,frying-pan,3,591,audio/2-237693-B-6.wav,B,6,237693
592,592,frying-pan,3,592,audio/2-239639-A-6.wav,A,6,239639
593,593,frying-pan,3,593,audio/2-239639-B-6.wav,B,6,239639
594,594,frying-pan,3,594,audio/2-264451-A-6.wav,A,6,264451
595,595,frying-pan,3,595,audio/2-264451-B-6.wav,B,6,264451
596,596,frying-pan,3,596,audio/2-264451-C-6.wav,C,6,264451
597,597,frying-pan,4,597,audio/3-264451-D-6.wav,D,6,264451
598,598,frying-pan,4,598,audio/3-267310-A-6.wav,A,6,267310
599,599,frying-pan,4,599,audio/3-267310-B-6.wav,B,6,267310
600,600,frying-pan,4,600,audio/3-267310-C-6.wav,C,6,267310
601,601,frying-pan,4,601,audio/3-320731-A-6.wav,A,6,320731
602,602,frying-pan,4,602,audio/3-320731-B-6.wav,B,6,320731
603,603,frying-pan,4,603,audio/3-320731-C-6.wav,C,6,320731
604,604,frying-pan,4,604,audio/3-320731-D-6.wav,D,6,320731
605,605,frying-pan,5,605,audio/4-32371-A-6.wav,A,6,32371
606,606,frying-pan,5,606,audio/4-32371-B-6.wav,B,6,32371
607,607,frying-pan,5,607,audio/4-32371-C-6.wav,C,6,32371
608,608,frying-pan,5,608,audio/4-32371-D-6.wav,D,6,32371
609,609,frying-pan,5,609,audio/4-332561-A-6.wav,A,6,332561
610,610,frying-pan,5,610,audio/4-333518-A-6.wav,A,6,333518
611,611,frying-pan,5,611,audio/4-333518-B-6.wav,B,6,333518
612,612,frying-pan,5,612,audio/4-349094-A-6.wav,A,6,349094
613,613,frying-pan,6,613,audio/5-349094-B-6.wav,B,6,349094
614,614,frying-pan,6,614,audio/5-351277-A-6.wav,A,6,351277
615,615,frying-pan,6,615,audio/5-351277-B-6.wav,B,6,351277
616,616,frying-pan,6,616,audio/5-387968-A-6.wav,A,6,387968
617,617,frying-pan,6,617,audio/5-387968-B-6.wav,B,6,387968
618,618,frying-pan,6,618,audio/5-388092-A-6.wav,A,6,388092
619,619,frying-pan,6,619,audio/5-408719-A-6.wav,A,6,408719
620,620,frying-pan,6,620,audio/5-408719-B-6.wav,B,6,408719
621,621,frying-pan,7,621,audio/6-417995-A-6.wav,A,6,417995
622,622,frying-pan,7,622,audio/6-421957-A-6.wav,A,6,421957
623,623,frying-pan,7,623,audio/6-421957-B-6.wav,B,6,421957
624,624,frying-pan,7,624,audio/6-421957-C-6.wav,C,6,421957
625,625,frying-pan,7,625,audio/6-426870-A-6.wav,A,6,426870
626,626,frying-pan,7,626,audio/6-426870-B-6.wav,B,6,426870
627,627,frying-pan,7,627,audio/6-426870-C-6.wav,C,6,426870
628,628,frying-pan,7,628,audio/6-434619-A-6.wav,A,6,434619
629,629,frying-pan,8,629,audio/7-440830-A-6.wav,A,6,440830
630,630,frying-pan,8,630,audio/7-440830-B-6.wav,B,6,440830
631,631,frying-pan,8,631,audio/7-440830-C-6.wav,C,6,440830
632,632,frying-pan,8,632,audio/7-440856-A-6.wav,A,6,440856
633,633,frying-pan,8,633,audio/7-440856-B-6.wav,B,6,440856
634,634,frying-pan,8,634,audio/7-66716-A-6.wav,A,6,66716
635,635,frying-pan,8,635,audio/7-66716-B-6.wav,B,6,66716
636,636,frying-pan,8,636,audio/7-69597-B-6.wav,B,6,69597
637,637,frying-pan,9,637,audio/8-69597-C-6.wav,C,6,69597
638,638,frying-pan,9,638,audio/8-85109-B-6.wav,B,6,85109
639,639,frying-pan,9,639,audio/8-85109-C-6.wav,C,6,85109
640,640,frying-pan,9,640,audio/8-85109-D-6.wav,D,6,85109
641,641,juicer,1,641,audio/0-220774-A-9.wav,A,9,220774
642,642,juicer,1,642,audio/0-220774-B-9.wav,B,9,220774
643,643,juicer,1,643,audio/0-220774-C-9.wav,C,9,220774
644,644,juicer,1,644,audio/0-220774-D-9.wav,D,9,220774
645,645,juicer,1,645,audio/0-324782-A-9.wav,A,9,324782
646,646,juicer,1,646,audio/0-324782-B-9.wav,B,9,324782
647,647,juicer,1,647,audio/0-324782-C-9.wav,C,9,324782
648,648,juicer,1,648,audio/0-324782-D-9.wav,D,9,324782
649,649,juicer,2,649,audio/1-46221-A-9.wav,A,9,46221
650,650,juicer,2,650,audio/1-46221-B-9.wav,B,9,46221
651,651,juicer,2,651,audio/1-46221-C-9.wav,C,9,46221
652,652,juicer,2,652,audio/1-46221-D-9.wav,D,9,46221
653,653,juicer,2,653,audio/1-46222-A-9.wav,A,9,46222
654,654,juicer,2,654,audio/1-46222-B-9.wav,B,9,46222
655,655,juicer,2,655,audio/1-46222-C-9.wav,C,9,46222
656,656,juicer,2,656,audio/1-46222-D-9.wav,D,9,46222
657,657,juicer,3,657,audio/2-D-Presse-agrumes.m4a-A-9.wav,A,9,D-Presse-agrumes.m4a
658,658,juicer,3,658,audio/2-D-Presse-agrumes.m4a-B-9.wav,B,9,D-Presse-agrumes.m4a
659,659,juicer,3,659,audio/2-D-Presse-agrumes.m4a-C-9.wav,C,9,D-Presse-agrumes.m4a
660,660,juicer,3,660,audio/2-D-Presse-agrumes.m4a-D-9.wav,D,9,D-Presse-agrumes.m4a
661,661,juicer,3,661,audio/2-D-Presse-agrumes.m4a-E-9.wav,E,9,D-Presse-agrumes.m4a
662,662,juicer,3,662,audio/2-D-Presse-agrumes.m4a-F-9.wav,F,9,D-Presse-agrumes.m4a
663,663,juicer,3,663,audio/2-M-preseAgrume2.wav-A-9.wav,A,9,M-preseAgrume2.wav
664,664,juicer,3,664,audio/2-M-preseAgrume2.wav-B-9.wav,B,9,M-preseAgrume2.wav
665,665,juicer,4,665,audio/3-M-preseAgrume2.wav-C-9.wav,C,9,M-preseAgrume2.wav
666,666,juicer,4,666,audio/3-M-preseAgrume2.wav-D-9.wav,D,9,M-preseAgrume2.wav
667,667,juicer,4,667,audio/3-M-presseAgrume.wav-A-9.wav,A,9,M-presseAgrume.wav
668,668,juicer,4,668,audio/3-M-presseAgrume.wav-B-9.wav,B,9,M-presseAgrume.wav
669,669,juicer,4,669,audio/3-M2-A-9.wav,A,9,M2
670,670,juicer,4,670,audio/3-M2-B-9.wav,B,9,M2
671,671,juicer,4,671,audio/3-M2-C-9.wav,C,9,M2
672,672,juicer,4,672,audio/3-M2-D-9.wav,D,9,M2
673,673,juicer,5,673,audio/4-M2-E-9.wav,E,9,M2
674,674,juicer,5,674,audio/4-M2-F-9.wav,F,9,M2
675,675,microwave,1,675,audio/0-101477-A-3.wav,A,3,101477
676,676,microwave,1,676,audio/0-101477-B-3.wav,B,3,101477
677,677,microwave,1,677,audio/0-101477-C-3.wav,C,3,101477
678,678,microwave,1,678,audio/0-102692-A-3.wav,A,3,102692
679,679,microwave,1,679,audio/0-102692-B-3.wav,B,3,102692
680,680,microwave,1,680,audio/0-102692-C-3.wav,C,3,102692
681,681,microwave,1,681,audio/0-149276-D-3.wav,D,3,149276
682,682,microwave,1,682,audio/0-156109-A-3.wav,A,3,156109
683,683,microwave,2,683,audio/1-166926-A-3.wav,A,3,166926
684,684,microwave,2,684,audio/1-166926-B-3.wav,B,3,166926
685,685,microwave,2,685,audio/1-166926-C-3.wav,C,3,166926
686,686,microwave,2,686,audio/1-171378-A-3.wav,A,3,171378
687,687,microwave,2,687,audio/1-171450-A-3.wav,A,3,171450
688,688,microwave,2,688,audio/1-182743-A-3.wav,A,3,182743
689,689,microwave,2,689,audio/1-182743-B-3.wav,B,3,182743
690,690,microwave,2,690,audio/1-182743-C-3.wav,C,3,182743
691,691,microwave,3,691,audio/2-185883-A-3.wav,A,3,185883
692,692,microwave,3,692,audio/2-201660-A-3.wav,A,3,201660
693,693,microwave,3,693,audio/2-201660-B-3.wav,B,3,201660
694,694,microwave,3,694,audio/2-202896-B-3.wav,B,3,202896
695,695,microwave,3,695,audio/2-202896-C-3.wav,C,3,202896
696,696,microwave,3,696,audio/2-209539-A-3.wav,A,3,209539
697,697,microwave,3,697,audio/2-220848-A-3.wav,A,3,220848
698,698,microwave,3,698,audio/2-240547-A-3.wav,A,3,240547
699,699,microwave,4,699,audio/3-240547-B-3.wav,B,3,240547
700,700,microwave,4,700,audio/3-254814-A-3.wav,A,3,254814
701,701,microwave,4,701,audio/3-254814-B-3.wav,B,3,254814
702,702,microwave,4,702,audio/3-264310-A-3.wav,A,3,264310
703,703,microwave,4,703,audio/3-264310-B-3.wav,B,3,264310
704,704,microwave,4,704,audio/3-264310-C-3.wav,C,3,264310
705,705,microwave,4,705,audio/3-27367-A-3.wav,A,3,27367
706,706,microwave,4,706,audio/3-275954-H-3.wav,H,3,275954
707,707,microwave,5,707,audio/4-275954-I-3.wav,I,3,275954
708,708,microwave,5,708,audio/4-334488-A-3.wav,A,3,334488
709,709,microwave,5,709,audio/4-334488-B-3.wav,B,3,334488
710,710,microwave,5,710,audio/4-335882-B-3.wav,B,3,335882
711,711,microwave,5,711,audio/4-345711-B-3.wav,B,3,345711
712,712,microwave,5,712,audio/4-345711-C-3.wav,C,3,345711
713,713,microwave,5,713,audio/4-349485-A-3.wav,A,3,349485
714,714,microwave,5,714,audio/4-349485-B-3.wav,B,3,349485
715,715,microwave,6,715,audio/5-353650-A-3.wav,A,3,353650
716,716,microwave,6,716,audio/5-370235-A-3.wav,A,3,370235
717,717,microwave,6,717,audio/5-400682-A-3.wav,A,3,400682
718,718,microwave,6,718,audio/5-400682-B-3.wav,B,3,400682
719,719,microwave,6,719,audio/5-408767-A-3.wav,A,3,408767
720,720,microwave,6,720,audio/5-426873-A-3.wav,A,3,426873
721,721,microwave,6,721,audio/5-426873-B-3.wav,B,3,426873
722,722,microwave,6,722,audio/5-427812-A-3.wav,A,3,427812
723,723,microwave,7,723,audio/6-457029-A-3.wav,A,3,457029
724,724,microwave,7,724,audio/6-64126-A-3.wav,A,3,64126
725,725,microwave,7,725,audio/6-83703-A-3.wav,A,3,83703
726,726,peel,1,726,audio/0-110105-A-17.wav,A,17,110105
727,727,peel,1,727,audio/0-110105-B-17.wav,B,17,110105
728,728,peel,1,728,audio/0-110105-C-17.wav,C,17,110105
729,729,peel,1,729,audio/0-110105-D-17.wav,D,17,110105
730,730,peel,1,730,audio/0-182428-A-17.wav,A,17,182428
731,731,peel,1,731,audio/0-249774-A-17.wav,A,17,249774
732,732,peel,1,732,audio/0-249774-B-17.wav,B,17,249774
733,733,peel,1,733,audio/0-249774-C-17.wav,C,17,249774
